product_id,product_name,purchased_date,product_category,customer_id,customer_email
ZSHD-45150717,GPS BenQ X4T,2016-08-02,Health & Sports,388-58-9623,
UEBK-57664298,Tablet Samsung X10,2014-05-18,Electronics,790-96-3132,
OCIA-28257458,GPS LG X10,2019-10-11,Health & Sports,840-70-0114,
DFKT-88238781,GPS Sony X10,2022-03-22,Electronics,101-57-1966,
YTMC-83535304,GPS Sony 456ty,2013-02-27,Home Appliances,,christinacallahan@example.com
ZRKU-61180667,Tablet Samsung X10,2014-02-21,Electronics,243-63-7242,
QTHZ-36593848,Monitor Samsung X10,2017-02-12,Health & Sports,721-68-1902,
ZZLX-95532504,GPS LG d95,2014-07-08,Home Appliances,,frank47@example.com
KAZC-38016130,Tablet LG X10,2015-07-31,Health & Sports,618-07-9823,
YRKY-16838836,Headphones LG X4T,2012-10-05,Electronics,,devinavila@example.net
PNZS-75668729,GPS Motorola SmartX,2015-04-20,Home Appliances,899-21-2368,
CYEO-35899188,Monitor BenQ S10,2012-06-21,Home Appliances,104-78-7327,
TPRD-46637173,Computer BenQ X10,2021-06-23,Electronics,150-22-0704,
KVCK-03346964,Headphones Samsung SmartX,2016-10-07,Health & Sports,,corey63@example.org
FWKG-95737234,GPS LG SmartX,2020-02-20,Home Appliances,249-39-9729,
CZJP-82651703,Headphones Motorola SmartX,2020-04-07,Health & Sports,885-57-9895,
LSZR-52930108,GPS BenQ S10,2015-04-16,Home Appliances,399-93-2909,
NJTK-96454334,Computer Sony X10,2016-09-06,Home Appliances,580-68-8888,
NLYA-38600764,Smartwatch Samsung X4T,2020-01-26,Health & Sports,,zavalacharles@example.com
OUQN-46569860,GPS Samsung SmartX,2022-05-21,Health & Sports,,beverlydixon@example.net
JIDA-84118201,Smartwatch Motorola 456ty,2022-01-21,Home Appliances,355-40-2382,
KIUX-12702874,Smartwatch BenQ SmartX,2018-09-05,Health & Sports,,johnbrown@example.org
KJIR-75240280,TV Apple d95,2014-05-03,Home Appliances,,williamstewart@example.org
AJYY-54204455,Cell Phone Samsung d95,2013-09-30,Home Appliances,512-63-9477,
DJKG-52895213,GPS Samsung X4T,2017-06-14,Home Appliances,,lunascott@example.com
CFNG-82179373,Cell Phone BenQ SmartX,2019-03-29,Home Appliances,088-43-3840,
YHVX-48836310,GPS Samsung X10,2013-06-07,Health & Sports,,wweaver@example.com
DZTG-80061718,TV Apple X4T,2012-06-05,Health & Sports,,whitemelinda@example.net
FIDQ-76619811,Tablet Sony SmartX,2015-02-17,Health & Sports,377-75-4811,
YEIJ-65728860,Tablet Apple d95,2014-08-12,Home Appliances,001-35-5646,
VZEA-39652555,Headphones Sony X4T,2017-01-01,Home Appliances,225-52-6961,
LGCH-68456574,Monitor Samsung d95,2019-05-12,Home Appliances,217-03-7144,
NNIO-62834748,Computer Motorola S10,2013-05-23,Electronics,,jennifermoore@example.org
HKBQ-31158603,Monitor Apple X10,2017-11-22,Home Appliances,,smartin@example.org
CFBR-03148293,TV Motorola SmartX,2016-03-18,Home Appliances,699-61-0004,
RZCG-09792802,Tablet Samsung X4T,2017-04-15,Electronics,,stacie59@example.com
CSUH-72010708,Headphones Sony S10,2020-11-06,Health & Sports,,mooreashley@example.org
HTAD-86406225,TV Apple 456ty,2012-08-16,Home Appliances,,marymiller@example.com
WUVE-79103623,Tablet Sony S10,2019-08-05,Home Appliances,,lgarcia@example.net
SATJ-89776700,TV Motorola 456ty,2016-01-13,Home Appliances,847-66-0482,
ZGFV-47261038,TV Sony SmartX,2017-01-18,Home Appliances,,walkerkathryn@example.net
UQJK-75590165,Computer Motorola X4T,2020-05-08,Home Appliances,094-72-7342,
NZLD-04712267,Monitor Apple d95,2019-01-31,Electronics,072-36-1560,
DNFX-96586537,Cell Phone Motorola S10,2016-05-27,Home Appliances,346-32-6448,
DWSX-61380886,TV Apple SmartX,2014-11-30,Health & Sports,,ricardo01@example.org
GVJE-76781828,Tablet LG S10,2018-06-29,Home Appliances,102-01-7941,
KBRG-62039727,GPS Sony 456ty,2012-08-11,Home Appliances,,katherinecantu@example.com
KOTY-20119985,Headphones Motorola X10,2019-09-25,Health & Sports,,james92@example.net
XPAI-84816436,GPS Apple X4T,2021-02-24,Electronics,,larryclark@example.org
AYGJ-61688194,Headphones Sony SmartX,2013-12-31,Electronics,,adam81@example.com
EBIP-91197021,TV BenQ 456ty,2015-07-25,Home Appliances,,michelle02@example.net
SGVL-48419106,Computer LG X10,2013-09-28,Home Appliances,216-08-8762,
FCHU-43166949,Headphones BenQ S10,2013-10-10,Electronics,050-66-8874,
BLOA-33251156,Computer BenQ X4T,2017-03-14,Home Appliances,823-34-8150,
IEUP-21591066,Smartwatch Motorola d95,2019-08-02,Electronics,300-64-5411,
SMRG-58623401,Tablet BenQ S10,2018-11-23,Home Appliances,489-74-7727,
RANZ-08030460,Monitor Apple 456ty,2018-04-19,Home Appliances,,abigail65@example.org
GIAJ-83779070,TV Sony S10,2016-06-28,Electronics,610-04-3084,
MXME-07586781,Headphones Motorola X4T,2015-09-29,Electronics,,craig35@example.net
WMUV-16473353,Smartwatch Apple X4T,2013-01-22,Electronics,622-98-4200,
TNUC-03201449,Smartwatch BenQ X10,2020-03-18,Home Appliances,,thomas65@example.net
VMNN-02437770,Headphones BenQ S10,2014-07-22,Electronics,,meredith44@example.net
PIWN-81939051,Computer Sony X10,2018-08-10,Home Appliances,587-61-7125,
BWYQ-33530696,TV LG d95,2018-09-02,Home Appliances,,howellstacy@example.net
BCYN-53635816,Cell Phone Motorola 456ty,2017-01-27,Health & Sports,748-60-0187,
MZHT-54148710,Tablet Sony d95,2014-06-23,Health & Sports,,jonathanwest@example.org
SRNU-75582924,Monitor Sony X4T,2016-07-31,Health & Sports,,leonardhelen@example.com
PVQM-52691039,Cell Phone Motorola SmartX,2017-06-12,Electronics,074-44-9304,
DKGN-47668001,Cell Phone LG X4T,2019-05-10,Home Appliances,765-70-6892,
NQKK-52238007,Tablet Apple d95,2021-04-22,Home Appliances,,natasha97@example.com
VISG-95986101,Cell Phone Samsung X10,2016-03-20,Health & Sports,775-20-9095,
APOS-49460458,Cell Phone Motorola X10,2020-08-18,Electronics,141-73-1412,
EQLX-60394845,Tablet Motorola 456ty,2013-07-03,Health & Sports,612-92-6305,
EUDH-02932306,Monitor Samsung X10,2015-08-02,Home Appliances,589-54-6061,
OQHG-03227444,Headphones Sony SmartX,2015-02-15,Health & Sports,278-32-9678,
LAYZ-22796743,Cell Phone Motorola SmartX,2020-12-25,Home Appliances,848-73-4246,
ZGDM-72882003,Monitor BenQ d95,2014-04-14,Health & Sports,810-19-6212,
FFQX-19507942,Headphones Samsung X4T,2020-10-16,Health & Sports,514-72-8458,
HNYI-42475371,Monitor Sony X4T,2019-04-30,Health & Sports,,ocastaneda@example.org
KEZK-52844540,GPS Apple 456ty,2019-08-10,Electronics,136-62-8119,
CWJI-92056136,Cell Phone Apple X4T,2015-03-20,Home Appliances,,mitchellrobin@example.net
DRDK-77291665,Monitor Motorola d95,2018-10-03,Home Appliances,187-98-8474,
IDUH-65462871,Computer BenQ S10,2020-06-02,Health & Sports,,bradley43@example.org
ZNJP-12791695,Headphones LG X10,2020-09-17,Electronics,684-87-8819,
RPFW-67311443,TV Samsung SmartX,2017-02-24,Health & Sports,,deborahsharp@example.org
ZWMV-61945657,TV BenQ SmartX,2019-03-25,Health & Sports,,thahn@example.net
DDFD-45730659,TV Motorola d95,2012-07-17,Health & Sports,,jenniferspencer@example.com
LBBU-25858037,TV LG X10,2019-01-23,Electronics,106-39-5619,
DPXN-36563141,Computer Sony S10,2015-07-26,Home Appliances,,uvega@example.com
PZWO-45067182,Smartwatch Motorola d95,2018-06-22,Health & Sports,042-34-7460,
QGEX-81372080,Tablet LG SmartX,2018-07-22,Home Appliances,097-03-3047,
AIZW-85198535,TV LG X10,2021-08-12,Health & Sports,,gracebrown@example.com
DRXG-84872598,Monitor BenQ S10,2018-09-27,Health & Sports,614-58-3180,
XUHT-64838880,Cell Phone Apple X4T,2017-05-09,Health & Sports,,maria29@example.com
QIZH-91603520,Monitor BenQ X10,2017-12-24,Health & Sports,,huffadrian@example.com
QTWN-64414057,Monitor Motorola X4T,2012-09-25,Electronics,,felicia74@example.com
UZRA-58262193,Tablet Sony d95,2019-05-18,Home Appliances,,brian95@example.com
QEYL-90667765,GPS Sony S10,2018-02-23,Electronics,357-99-0789,
IDZU-21370391,Smartwatch BenQ S10,2019-10-20,Home Appliances,532-83-4891,
SKFR-57915202,Tablet Apple SmartX,2015-04-06,Health & Sports,620-66-3341,
TEOT-22615984,Computer Apple X10,2019-04-05,Home Appliances,394-76-1683,
IPPZ-08787628,Smartwatch Samsung X4T,2013-03-08,Home Appliances,,jamiefitzgerald@example.net
YCVF-41580178,GPS Sony X4T,2013-02-12,Home Appliances,,riveramichelle@example.net
GALG-91822246,Computer BenQ SmartX,2012-08-08,Health & Sports,394-49-2006,
DTGA-11186777,Computer Sony 456ty,2017-11-26,Health & Sports,175-93-7522,
GACH-44835647,Smartwatch BenQ X4T,2014-07-07,Home Appliances,015-77-8980,
EZYF-63619330,Monitor Samsung SmartX,2020-11-15,Health & Sports,076-84-1030,
NUJS-95772353,Monitor Motorola 456ty,2021-12-08,Electronics,049-80-8402,
FDMH-55658175,Cell Phone LG X10,2013-12-09,Health & Sports,349-22-4319,
MKYX-03701859,Headphones Motorola SmartX,2015-02-15,Electronics,,thorntonlinda@example.net
LKYS-90857832,TV Apple 456ty,2022-04-05,Home Appliances,316-87-1071,
DQZY-25295514,Smartwatch Apple 456ty,2014-09-05,Home Appliances,436-63-6775,
PYDW-77678561,Cell Phone BenQ SmartX,2015-07-18,Home Appliances,,johnsonvictor@example.com
GEUS-88776625,Cell Phone Motorola SmartX,2014-07-05,Home Appliances,598-69-9710,
KRYP-65500078,Tablet Sony X4T,2015-07-30,Home Appliances,,kenneth66@example.com
JTPU-97513470,Smartwatch Apple S10,2016-02-28,Home Appliances,257-51-3621,
EKFX-49541524,Tablet Apple d95,2021-07-16,Home Appliances,,kingbrian@example.com
VADT-88023580,TV Sony SmartX,2022-06-01,Home Appliances,,brian85@example.org
ADDE-45193297,Monitor BenQ S10,2019-07-03,Health & Sports,762-53-6618,
PSFX-14910493,Cell Phone Motorola S10,2019-08-22,Health & Sports,116-50-0304,
GTCQ-89062221,Tablet Sony 456ty,2020-07-27,Electronics,657-08-8502,
SNXB-09310690,Tablet BenQ X4T,2020-12-02,Home Appliances,,vyoung@example.com
ZYDC-33431513,Cell Phone Sony S10,2019-03-23,Electronics,333-99-1631,
GQJG-76663661,GPS Apple SmartX,2021-07-07,Home Appliances,,obrown@example.org
QEZK-15771331,Monitor Apple S10,2016-03-16,Health & Sports,411-72-5099,
AIOF-10921534,Smartwatch Sony X4T,2019-03-15,Electronics,707-46-9106,
YWRE-88313443,GPS Motorola d95,2018-04-10,Electronics,,david37@example.com
EEZI-79119264,Tablet Motorola d95,2012-08-01,Home Appliances,172-90-3720,
DSLB-03296705,TV Apple d95,2017-04-10,Health & Sports,,wooddillon@example.net
SLND-24090921,Tablet Apple X10,2022-03-10,Electronics,,zhernandez@example.com
GNYE-06632788,Tablet LG S10,2022-01-18,Electronics,084-96-4329,
RQZJ-00446031,Monitor Samsung d95,2014-12-23,Health & Sports,,kerrlogan@example.net
HKWB-92409544,TV Motorola SmartX,2016-02-15,Electronics,,kbanks@example.org
GLHO-85487923,Tablet Motorola S10,2015-04-19,Home Appliances,516-61-4338,
AQYK-60100528,Headphones LG SmartX,2017-04-13,Electronics,,pyoung@example.org
EUHU-88641594,Smartwatch Apple 456ty,2018-02-24,Health & Sports,,matthewbrock@example.org
ZHTC-36936789,TV Samsung S10,2014-03-20,Health & Sports,,david83@example.com
CXRD-96871251,Cell Phone Sony X10,2016-11-27,Health & Sports,,desiree24@example.net
OQLR-53977201,Headphones LG X10,2016-05-08,Home Appliances,,kelseysmith@example.com
MWSB-10685060,Monitor Motorola X4T,2013-10-25,Home Appliances,,porozco@example.net
GGNC-30289454,GPS Apple S10,2020-06-14,Electronics,,amywilliams@example.net
CBTK-42232522,Cell Phone BenQ X4T,2020-10-02,Home Appliances,573-57-3215,
ZZUO-08313294,Smartwatch Samsung 456ty,2014-03-16,Electronics,431-85-1478,
HZUW-78867113,Computer Samsung X4T,2016-03-09,Home Appliances,,holdendebbie@example.com
TVOT-83392298,GPS BenQ S10,2015-07-29,Home Appliances,010-84-0371,
XUXS-46363366,Computer Sony 456ty,2018-01-25,Electronics,,nicolas12@example.com
CUCD-29706218,Tablet Motorola 456ty,2017-08-07,Electronics,,ramirezbrandon@example.com
VDZA-66483759,Cell Phone Sony X4T,2020-06-26,Electronics,440-10-5443,
DVRK-81532879,Headphones Sony S10,2013-03-25,Health & Sports,,oconnorcharles@example.net
DVDU-73818320,TV LG X10,2013-02-05,Health & Sports,320-60-5613,
FBFG-61616828,TV LG X4T,2018-11-06,Home Appliances,354-23-7478,
GAFS-23996935,GPS Motorola S10,2015-09-19,Health & Sports,605-08-8196,
AFWD-21700366,TV LG X10,2017-04-09,Home Appliances,,scottbarnett@example.net
WHYH-13133063,GPS Samsung X4T,2015-07-26,Health & Sports,,blopez@example.net
MZBT-98986058,Tablet Apple X4T,2014-06-14,Health & Sports,047-32-7842,
HKWH-15541552,Smartwatch Apple S10,2019-10-08,Health & Sports,790-49-2735,
TVET-76220855,Tablet Samsung X4T,2017-02-25,Electronics,592-65-5041,
QREK-69249247,Smartwatch BenQ 456ty,2018-04-10,Electronics,,ralpholiver@example.org
EXGQ-49181391,Cell Phone LG SmartX,2020-11-04,Health & Sports,,julia22@example.org
ESCK-72509913,Computer Motorola d95,2013-09-26,Electronics,075-83-3775,
IPHO-18413779,Headphones LG d95,2022-05-17,Home Appliances,,kbenton@example.org
TLUF-31167261,Computer Samsung d95,2020-08-12,Electronics,238-68-2737,
EBDU-83702714,GPS LG S10,2015-12-13,Electronics,,jill34@example.net
WAST-38595905,Smartwatch Apple X10,2012-07-02,Home Appliances,597-25-2886,
NHXP-65273860,Cell Phone Sony 456ty,2015-11-22,Electronics,490-31-7177,
CSXV-33783894,Cell Phone BenQ d95,2020-03-31,Health & Sports,,meredith32@example.net
DYCN-85039164,TV BenQ 456ty,2021-11-19,Electronics,888-94-9590,
IUTR-18313172,Headphones LG S10,2020-07-23,Health & Sports,,dennis37@example.com
QNGU-65565517,TV Apple X4T,2022-06-03,Electronics,,vpeterson@example.net
CJQT-14870734,Tablet Apple X10,2014-08-21,Electronics,693-17-2602,
GEFB-26490376,Smartwatch Samsung SmartX,2016-04-29,Electronics,,alice08@example.net
GGNM-25812867,Cell Phone BenQ X10,2014-08-25,Home Appliances,,martin79@example.org
NKJN-61238337,Monitor Apple S10,2018-06-09,Home Appliances,023-13-7857,
BJLW-25087130,Tablet Samsung X4T,2021-02-14,Home Appliances,074-57-1212,
SYXK-40006637,Cell Phone Sony 456ty,2014-11-27,Electronics,577-44-4850,
GSPL-18163238,GPS Sony SmartX,2021-01-30,Health & Sports,,vcisneros@example.org
FSJV-48757657,Cell Phone Motorola X10,2018-02-21,Electronics,321-03-3283,
MSZA-87417819,TV Apple SmartX,2013-08-13,Home Appliances,,kellyjarvis@example.net
JXYU-88490622,Cell Phone Sony 456ty,2020-02-26,Electronics,,grantdustin@example.net
KJSZ-43087950,TV Sony 456ty,2015-07-24,Home Appliances,,brian28@example.org
FAGL-16467917,Headphones LG S10,2016-08-18,Electronics,,yrobertson@example.org
ZMAK-64144278,Computer LG X4T,2021-11-02,Electronics,,burnslance@example.com
CRUC-43583129,Monitor BenQ SmartX,2014-02-24,Health & Sports,096-39-1732,
EVXT-95609107,Headphones Apple SmartX,2021-11-26,Electronics,,patrick18@example.com
VSFK-65717971,Tablet Samsung X10,2012-07-29,Health & Sports,,dking@example.org
RFTY-60179073,Monitor Sony d95,2013-04-20,Electronics,842-21-9032,
WVSF-47423032,TV LG X4T,2020-04-15,Home Appliances,197-20-7798,
DEKF-65548770,Smartwatch Sony X4T,2020-10-12,Health & Sports,633-46-5597,
SRUI-04418464,GPS Motorola SmartX,2020-06-10,Electronics,689-84-0670,
XSRK-83697582,Monitor Samsung SmartX,2015-05-02,Health & Sports,796-04-1931,
MNMN-78836297,Smartwatch BenQ X4T,2014-05-06,Home Appliances,,mikeferguson@example.net
DGCG-35909502,Computer Sony SmartX,2014-10-23,Electronics,,mwilliams@example.net
SRJU-42965964,TV Samsung X4T,2015-04-06,Electronics,,kevinsanchez@example.net
FFMA-73920424,GPS Motorola SmartX,2019-05-31,Home Appliances,,jilljohnson@example.com
FKDA-06724949,Headphones Motorola X10,2015-01-17,Electronics,,kyle10@example.org
BJVZ-93860949,Headphones Apple X10,2019-08-13,Home Appliances,,molly30@example.net
YXHU-50819872,Headphones Sony SmartX,2015-10-12,Home Appliances,,yolandapoole@example.org
IZYW-13487195,Smartwatch Sony SmartX,2012-06-21,Health & Sports,,rubiojustin@example.com
ZIHH-48119845,Computer Apple SmartX,2020-09-29,Electronics,735-55-4938,
OGAR-27899512,GPS Apple d95,2021-11-06,Home Appliances,,smithamanda@example.net
ZCIU-36840680,Headphones Apple 456ty,2016-12-30,Electronics,737-58-3676,
CRZV-08008618,TV Motorola SmartX,2018-01-14,Health & Sports,,john02@example.net
FZMW-07995972,Cell Phone Samsung S10,2017-10-04,Home Appliances,,pmills@example.org
BJEK-31909634,Computer Apple SmartX,2012-09-12,Electronics,342-47-2461,
VBUH-76276704,Tablet Sony 456ty,2012-07-15,Electronics,062-30-2229,
QQYV-17602686,Smartwatch Apple S10,2016-10-22,Health & Sports,237-07-4012,
PUCH-70523916,Computer BenQ X4T,2019-04-06,Home Appliances,,sarahdavis@example.org
QYTC-51660357,Smartwatch Sony X10,2017-01-04,Home Appliances,588-98-1195,
YLMC-23114550,Tablet LG d95,2013-08-06,Health & Sports,,adudley@example.com
HOND-15403488,Headphones Apple SmartX,2014-02-18,Health & Sports,,laura99@example.com
BEHD-33472642,Smartwatch Samsung d95,2019-10-10,Electronics,,taraklein@example.net
WZCL-99506360,Cell Phone BenQ 456ty,2013-12-05,Health & Sports,544-27-2515,
PFWM-61360933,Headphones Sony X4T,2016-02-21,Home Appliances,136-62-8119,
HPMA-91624836,Monitor Apple X10,2015-03-09,Health & Sports,,breanna72@example.net
PIDE-88535988,TV LG S10,2021-01-29,Electronics,541-47-7310,
VTQK-67656483,GPS Apple 456ty,2020-01-01,Home Appliances,295-04-5967,
EXEI-19300777,GPS Motorola X4T,2013-10-03,Home Appliances,,gregory23@example.com
KTCC-94002399,TV Apple d95,2018-03-26,Health & Sports,746-63-4800,
GCWZ-22725149,GPS LG X10,2012-10-01,Home Appliances,,juliaedwards@example.com
IKGS-81746793,GPS BenQ S10,2016-10-20,Electronics,,brucewebb@example.com
NMPM-08539203,TV BenQ 456ty,2014-03-24,Home Appliances,122-81-3352,
XFWA-06247568,Monitor Sony S10,2013-07-12,Home Appliances,,ncarter@example.org
NUBG-76931908,Tablet BenQ SmartX,2016-10-14,Health & Sports,813-46-2152,
RRJX-81676119,Smartwatch Samsung SmartX,2015-07-17,Electronics,115-96-8006,
JVLK-37151330,Headphones Sony S10,2021-06-01,Health & Sports,088-50-2394,
AZZH-61929723,Tablet Motorola X10,2021-12-10,Electronics,,akim@example.com
VALU-93625731,TV Samsung X10,2015-09-25,Electronics,,jennifer79@example.com
UVGL-64537054,GPS Samsung 456ty,2017-08-14,Electronics,,fbrown@example.net
KEXH-62044235,Tablet BenQ d95,2017-05-04,Electronics,,wallacemarvin@example.com
UKPK-36711924,Smartwatch Sony X10,2021-07-27,Electronics,,tammy77@example.org
IIIU-56171971,Monitor LG S10,2018-03-14,Health & Sports,,martinezerin@example.org
CSVX-64254781,Headphones LG X4T,2017-07-25,Home Appliances,527-06-6640,
PWMQ-77892567,Monitor BenQ 456ty,2017-09-03,Home Appliances,,cmoore@example.net
LTDC-09871476,Smartwatch Samsung 456ty,2014-07-10,Home Appliances,490-88-5522,
YRWG-58687249,Cell Phone BenQ X10,2012-09-18,Electronics,116-22-9926,
YLUH-97405686,TV Samsung SmartX,2015-06-21,Home Appliances,524-18-0170,
CSCS-00052096,Headphones Samsung S10,2019-10-11,Electronics,,zgomez@example.com
ONJL-47197025,Headphones Motorola X4T,2014-12-19,Home Appliances,,thompsonbrian@example.net
IYXH-00406498,TV BenQ 456ty,2021-08-06,Electronics,,justin35@example.org
TDCF-75448440,Monitor Sony SmartX,2021-03-22,Health & Sports,229-92-3116,
NSYF-27880928,Monitor Samsung SmartX,2015-11-30,Health & Sports,,omartinez@example.net
TFVH-79846295,GPS Motorola X4T,2015-08-14,Home Appliances,320-80-8571,
QBOQ-00494457,GPS BenQ S10,2016-10-06,Home Appliances,214-82-4763,
OUKM-01205442,Monitor Sony X4T,2021-02-11,Home Appliances,,krista77@example.org
BBUW-44597736,Cell Phone BenQ X4T,2020-06-26,Home Appliances,,maryramirez@example.net
FBNX-71706514,Tablet Motorola d95,2019-06-07,Electronics,,henrykathryn@example.org
CADJ-13766181,Monitor LG S10,2016-01-03,Health & Sports,056-28-0670,
NIZW-71991731,Cell Phone LG X10,2015-01-28,Health & Sports,718-40-2065,
VXFV-82982714,Tablet BenQ SmartX,2021-05-09,Home Appliances,,jenningsandrea@example.com
APSA-53959123,GPS Apple SmartX,2018-01-23,Health & Sports,,racheledwards@example.com
OKCR-84367250,Monitor Apple d95,2021-09-07,Health & Sports,197-30-4662,
YIDA-13597448,GPS BenQ X4T,2015-09-19,Electronics,,stephenjohnson@example.org
KUUI-72587571,Headphones Apple S10,2013-02-07,Electronics,,briancross@example.com
KDAJ-37402681,Headphones Motorola X4T,2015-11-16,Health & Sports,,robert10@example.com
URVA-39880264,TV Motorola 456ty,2016-03-05,Electronics,259-39-7116,
DRSJ-95268864,GPS Motorola SmartX,2014-11-18,Home Appliances,550-02-5184,
NKPS-86458588,TV Motorola X4T,2015-05-27,Health & Sports,337-34-7808,
RJEL-15247339,Tablet Apple X10,2013-10-17,Health & Sports,423-66-2669,
WDPL-37761970,Smartwatch Apple d95,2014-06-02,Home Appliances,078-19-6126,
IKKN-45938690,Cell Phone Samsung SmartX,2015-08-23,Electronics,,kmassey@example.net
WIEO-89467908,Smartwatch Sony 456ty,2016-03-30,Health & Sports,,duncanbrandy@example.org
IKCS-00831205,Smartwatch LG d95,2015-11-11,Electronics,,darlene10@example.net
EPVR-38998502,Computer Samsung d95,2018-05-13,Health & Sports,545-41-8270,
IEBO-85351049,TV Samsung X10,2020-09-16,Electronics,,mschaefer@example.net
YWMY-54636677,TV LG d95,2020-11-03,Health & Sports,,patricia59@example.net
SJYZ-08513361,Tablet Sony X4T,2014-03-07,Home Appliances,,ericpark@example.org
CVPC-39658002,Monitor Motorola S10,2017-01-19,Home Appliances,736-99-7626,
ESPT-60685214,TV Samsung X10,2019-07-29,Electronics,,leonardjennifer@example.net
RVYP-74632161,Computer Motorola SmartX,2017-11-02,Electronics,753-93-2521,
DRES-47543670,Headphones Apple 456ty,2018-05-14,Health & Sports,279-65-0387,
ZBYH-19536561,Monitor Motorola X4T,2021-10-29,Home Appliances,,mrichardson@example.net
NMPW-95821560,Computer Motorola d95,2021-09-07,Health & Sports,226-33-6762,
SUWU-17219064,Computer Motorola 456ty,2015-09-12,Health & Sports,581-41-5647,
KKOE-40271152,Computer Sony S10,2018-03-19,Home Appliances,,aaronblanchard@example.net
NSTJ-85635906,Tablet Motorola X4T,2019-08-13,Electronics,391-65-8001,
LZDS-20502505,Monitor BenQ X10,2013-09-22,Home Appliances,893-61-2022,
JPQB-68982480,Tablet Motorola d95,2021-03-21,Home Appliances,053-99-4071,
SSOW-39323869,TV Motorola S10,2020-07-17,Health & Sports,,joshua69@example.net
SVRO-66601960,Cell Phone Motorola X4T,2015-05-29,Electronics,345-19-4738,
NISQ-95269642,GPS Motorola X10,2016-07-27,Health & Sports,,cmedina@example.org
HRVJ-26420077,Tablet Samsung S10,2017-07-01,Electronics,398-55-2294,
OLGV-08881457,TV Sony d95,2016-08-21,Home Appliances,170-02-0038,
CEMI-27270120,Computer BenQ X10,2015-06-12,Health & Sports,,wangmonica@example.net
YYZQ-11134101,GPS Sony X4T,2014-10-30,Health & Sports,,westjorge@example.net
KDND-58532149,Monitor Motorola 456ty,2017-11-19,Health & Sports,,leerichard@example.net
IOMD-65421015,Computer Motorola d95,2019-06-20,Home Appliances,,penashannon@example.net
SGTU-46030772,Computer Samsung SmartX,2015-10-27,Home Appliances,510-84-8734,
ODXX-51090448,Headphones BenQ S10,2012-11-10,Home Appliances,,reyesbrian@example.org
SHBB-53401533,Smartwatch BenQ SmartX,2015-06-09,Health & Sports,057-16-2099,
FGBC-98047868,Smartwatch LG X4T,2019-08-10,Electronics,,nealkevin@example.net
RENS-69668171,Computer LG d95,2013-04-26,Home Appliances,,jeffersonlaura@example.net
RYGD-83406921,Smartwatch Apple SmartX,2017-06-16,Electronics,650-85-0631,
DEPV-03676067,Computer BenQ S10,2019-11-29,Home Appliances,024-40-4716,
NLAS-71313582,Monitor Samsung SmartX,2012-08-31,Health & Sports,147-52-7543,
ZVZK-20568578,Smartwatch Apple 456ty,2015-03-19,Health & Sports,,pmcfarland@example.com
VWKK-23333621,Cell Phone Samsung S10,2012-10-04,Home Appliances,896-21-4690,
SNWB-26892238,Tablet Apple d95,2020-08-12,Home Appliances,671-82-1866,
VZDT-23006446,Headphones LG X4T,2012-09-01,Home Appliances,,twalters@example.net
PXYT-87937254,GPS Sony 456ty,2021-12-22,Health & Sports,,cory98@example.org
BZNV-63789167,Headphones Samsung 456ty,2019-08-04,Health & Sports,,robinsonjon@example.com
OUJN-05582882,GPS Apple X10,2019-12-20,Home Appliances,,clarkbetty@example.com
USBT-74664770,TV LG S10,2014-02-08,Home Appliances,,cory39@example.com
VHGC-05479011,Computer Apple SmartX,2019-04-26,Electronics,050-24-7834,
FMQF-92987862,Cell Phone Samsung SmartX,2016-07-30,Health & Sports,,luis44@example.com
RTII-70323325,GPS Samsung X10,2021-06-30,Home Appliances,223-88-5978,
CYWU-81017872,Headphones BenQ d95,2017-05-28,Electronics,,jerry20@example.org
EZMO-60193816,TV Apple SmartX,2017-09-05,Health & Sports,863-59-8899,
ZIZN-91942518,Monitor BenQ SmartX,2020-05-19,Health & Sports,,nicholas45@example.net
DEVA-85439896,GPS BenQ SmartX,2012-08-13,Home Appliances,,williamsjohn@example.com
ZLTI-49841410,Tablet Samsung d95,2014-05-21,Electronics,,sotojason@example.net
IMBH-61166955,GPS LG X4T,2021-07-23,Home Appliances,494-46-3362,
YGPZ-98277180,Computer Sony X10,2013-05-20,Electronics,787-79-1510,
YFSA-27408308,Computer BenQ d95,2020-03-26,Electronics,,ssutton@example.org
MMNL-93671815,TV Apple SmartX,2021-05-25,Health & Sports,649-18-8948,
DWUV-30042706,Tablet BenQ X4T,2015-05-23,Home Appliances,,sphillips@example.org
MGDR-59443254,Smartwatch Sony S10,2021-06-21,Health & Sports,,charles19@example.com
FEGV-40281255,GPS Apple SmartX,2018-06-30,Health & Sports,,nhubbard@example.org
ZKUN-90035713,Computer Samsung SmartX,2016-01-25,Health & Sports,,holmespaul@example.net
WJZA-52856183,Smartwatch Motorola d95,2016-02-05,Electronics,,james20@example.org
OLIB-30055256,Smartwatch Motorola X10,2021-03-09,Health & Sports,,sarachoi@example.com
OXVZ-70080903,Cell Phone LG d95,2020-05-24,Health & Sports,,thomaswoods@example.net
RQPC-09131075,Headphones Sony 456ty,2013-03-26,Electronics,840-63-1998,
HTBC-51108195,Smartwatch Motorola X4T,2020-09-14,Health & Sports,494-27-3347,
ILUY-02334157,Monitor Samsung X4T,2019-02-18,Home Appliances,605-08-8196,
